Company,Product,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR)
Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7Y54,1.2,8,SSD,256,Intel,HD Graphics 615,Windows 10,1.24,7539.030000000001
HP,ProBook x360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Pentium Quad Core N4200,1.1,4,SSD,256,Intel,HD Graphics 505,Windows 10,1.45,3076.75
Dell,XPS 13,Ultrabook,13.3,Quad HD+ 3200x1800,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.3,5033.96
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel,Celeron Dual Core N3060,1.6,4,Flash,32,Intel,HD Graphics 400,Chrome OS,1.25,1544.3300000000002
Toshiba,Portege Z30-C-16Z,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6300U,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,6093.950000000001
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i5 7300U,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.36,6987.200000000001
Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,12,SSD+HDD,1152,Nvidia,GeForce GTX 950M,Windows 10,2.4,4005.73
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.1,7106.3
HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.04,3360.605
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M430,Linux,2.25,1848.5114
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.9,3275.25
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.04,2719.4500000000003
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,32,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,4.42,12501.53
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,6,SSD,256,Nvidia,GeForce 920MX,Windows 10,2.4,2759.15
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7Y75,1.3,16,SSD,512,Intel,HD Graphics 615,Windows 10,1.22,7539.030000000001
Dell,Latitude E7470,Ultrabook,14.0,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.5,7793.0306
Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,32,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,4.42,11116.0
Toshiba,Tecra A40-C-1DF,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.95,4684.6
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.73,8138.103000000001
HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.7,8,SSD+HDD,1152,Nvidia,GeForce 930MX,Windows 10,2.04,3886.63
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3,4,Hybrid,508,Intel,HD Graphics 520,Windows 7,1.7,3977.94
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7500U,2.7,16,SSD+HDD,2560,Nvidia,GeForce GTX 950M,Windows 10,2.3,7142.030000000001
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,6,HDD,1024,Intel,HD Graphics 620,Windows 10,2.04,2298.63
Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.99,6943.530000000001
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,12,SSD,512,Intel,HD Graphics 620,Windows 10,2.19,5157.030000000001
Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 7,1.2,4744.150000000001
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,3.6,6,SSD,256,AMD,Radeon 530,Windows 10,2.2,2179.53
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,SSD,256,Intel,HD Graphics 520,Windows 10,2.3,2576.53
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.75,3632.55
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,AMD,Radeon R5 M430,Windows 10,2.25,2378.03
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.04,3199.82
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.5,4720.33
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,8,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.36,2973.53
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,1.6,4442.43
HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,Intel,Core M 6Y75,1.2,8,SSD,512,Intel,HD Graphics 515,Windows 10,0.97,7574.76
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,SSD+HDD,1152,AMD,Radeon 520,Windows 10,2.1,1981.0300000000002
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1,4,SSD,128,Intel,HD Graphics 500,No OS,1.9,1074.3614
Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.3,5355.530000000001
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.68,3529.3300000000004
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.4,4565.5
HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.11,5355.530000000001
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1,4,HDD,500,Intel,HD Graphics 505,Windows 10,2.4,1508.6000000000001
Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,7142.030000000001
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.48,8293.33
Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.7,5002.2
HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.34,4720.33
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,SSD,128,Intel,HD Graphics 620,Windows 10,2.18,2171.59
HP,Probook 440,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.64,3092.63
Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 10,1.2,4744.150000000001
HP,EliteBook 840,Notebook,14.0,1366x768,Intel,Core i5 6300U,2.4,4,SSD,256,Intel,HD Graphics 520,Windows 10,1.48,4366.960300000001
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.95,4783.85
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6600U,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.43,5752.530000000001
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.64,4165.5622
HP,Probook 440,Notebook,14.0,1366x768,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.64,2715.48
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,Hybrid,1024,Nvidia,GeForce GTX 1050,Windows 10,2.65,3767.53
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.26,6109.83
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.48,6312.3
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.54,7492.2237000000005
HP,Probook 430,Notebook,13.3,1366x768,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.49,3176.0
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.5,4803.7
HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,3056.8603000000003
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6820HQ,2.7,16,SSD,512,Nvidia,Quadro 3000M,Windows 7,2.4,11782.960000000001
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.47,5915.3
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.43,8849.130000000001
Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i3 6100U,2.3,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.08,3160.0803
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,6312.3
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.11,4561.530000000001
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.64,4706.1571
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4,8,HDD,500,Intel,HD Graphics 520,Windows 10,2.09,4154.366800000001
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.26,6189.2300000000005
HP,ProBook 650,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.31,4720.33
HP,ProBook 640,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.95,4208.2
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.29,6447.280000000001
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.63,4287.6
HP,ProBook 440,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.64,3862.8100000000004
Acer,Aspire 3,Notebook,15.6,1366x768,AMD,A9-Series 9420,3.0,6,HDD,1024,AMD,Radeon R5,Windows 10,2.1,1623.73
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.7,4731.446
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.95,4744.150000000001
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.84,4879.0903
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.26,5355.530000000001
HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.04,2945.7400000000002
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.47,6848.25
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 7,2.09,4219.9115
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.64,4011.7247
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5,4,SSD,256,Intel,HD Graphics 520,Windows 10,1.8,3362.59
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel,Atom X5-Z8350,1.44,2,Flash,32,Intel,HD Graphics 400,Windows 10,1.45,836.8760000000001
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,2.5,16,SSD,256,Nvidia,GeForce 930M,Windows 10,2.4,5657.25
Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.3,4166.912
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.54,3970.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4,8,SSD+HDD,756,Intel,HD Graphics 520,Windows 10,1.84,8350.259800000002
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.43,5831.93
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,16,SSD+HDD,1280,Nvidia,GeForce GTX 980M,Windows 10,3.78,6136.1908
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 980M,Windows 10,4.6,9091.2603
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6,4,Flash,16,Intel,HD Graphics 400,Chrome OS,1.2,1142.963
Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,Intel,Core i7 6600U,2.6,16,SSD,256,Intel,HD Graphics 520,Windows 7,1.1,10401.4
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce 940MX,Windows 10,1.91,3886.63
Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.3,4343.18
HP,ProBook 450,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,3886.63
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7,16,SSD,1024,Intel,HD Graphics 620,Windows 10,1.2,8948.380000000001
HP,ProBook 650,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.31,2799.4455000000003
HP,250 G5,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,HDD,500,Intel,HD Graphics 620,No OS,1.96,1981.0300000000002
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD,A8-Series 7410,2.2,8,HDD,1024,AMD,Radeon R5,Windows 10,2.4,1782.5300000000002
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,12,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,5157.030000000001
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.94,7221.43
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,4247.900000000001
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,HDD,1024,Nvidia,GeForce GTX 965M,No OS,4.0,3962.0600000000004
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,1024,Intel,HD Graphics,Windows 10,2.25,2219.23
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,HDD,2048,AMD,Radeon R7 M445,Windows 10,2.32,3930.2603000000004
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,1.8,7658.13
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.29,5788.26
Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,64,SSD,1024,Nvidia,GeForce GTX 980,Windows 10,3.58,15780.75
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.62,3168.0997
Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 970M,Windows 10,3.21,5276.13
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.1,8,Flash,256,Intel,HD Graphics 515,Mac OS X,0.92,5161.0
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.06,1913.4606
HP,ProBook 650,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.31,4760.030000000001
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.26,4760.030000000001
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.49,4327.3
Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.3,6802.5553
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel,Core i5 6200U,2.3,8,HDD,1024,AMD,Radeon R5 M330,Windows 10,3.0,2616.23
Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3,4,HDD,1024,Nvidia,GeForce GTX 950M,Windows 10,2.3,3878.69
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,3.78,9921.03
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,2143.8
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,2.31,3731.8
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel,Core M 6Y75,1.2,8,SSD,512,Intel,HD Graphics 515,Windows 10,0.99,5554.030000000001
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7,32,SSD+Hybrid,1536,Nvidia,GeForce GTX 980M,Windows 10,4.6,12862.800000000001
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,1.44,4,Flash,64,Intel,HD Graphics 400,Windows 10,0.69,2565.6919000000003
HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7500U,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.3,8134.530000000001
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.18,2977.5
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,1.54,4093.0303000000004
HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,AMD,FirePro W4190M,Windows 7,1.9,5935.150000000001
Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,180,Intel,HD Graphics 520,Windows 7,1.7,4760.030000000001
HP,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,Intel,Pentium Dual Core 4405Y,1.5,4,Flash,32,Intel,HD Graphics 515,Chrome OS,1.29,2441.55
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD,A8-Series 7410,2.2,4,HDD,500,AMD,Radeon R5,Windows 10,2.4,1536.39
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3700,1.6,4,HDD,500,Intel,HD Graphics,Linux,2.2,1562.1553000000001
HP,250 G6,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,No OS,1.86,1373.5803
Asus,Rog GL702VM-GC354T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.7,6348.030000000001
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,SSD,256,AMD,Radeon 530,Windows 10,1.4,3248.8495000000003
HP,Elitebook 820,Netbook,12.5,1366x768,Intel,Core i5 6200U,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 7,2.4,6348.030000000001
Acer,Aspire F5-573G,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD+HDD,1280,Nvidia,GeForce GTX 950M,Windows 10,2.4,3172.03
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.36,2536.036
MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD,256,Nvidia,GeForce GTX 965M,Windows 10,2.6,6348.030000000001
HP,250 G5,Notebook,15.6,1366x768,Intel,Pentium Quad Core N3710,1.6,4,HDD,1024,Intel,HD Graphics 405,Windows 10,1.96,1985.0
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 980M,Windows 10,4.3,9127.03
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,Core i3 6100U,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,1.5,4506.5455
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,Core i3 6100U,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 7,1.5,4632.8709
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel,Celeron Dual Core 3205U,1.5,4,SSD,16,Intel,HD Graphics,Chrome OS,2.2,829.73
HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,HDD,1024,AMD,FirePro W6150M,Windows 7,3.0,11509.03
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD,512,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,4760.030000000001
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.5,5610.007
MSI,GE72 Apache,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.9,5999.424300000001
