Company,Product,TypeName,Inches,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR),Resolution_Width,Resolution_Height,Contains_HD,Contains_IPS,Contains_Touchscreen,Contains_4K,Contains_Quad_HD_plus,CPU_Family,CPU_Generation,CPU_Series,GPU_Family,GPU_Series,GPU_Series_Clean,Series_Type,Performance_Tier
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1.1,4,SSD,128,Intel,HD Graphics 500,No OS,1.9,1074.3614,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Lenovo,ThinkPad T560,Notebook,15.6,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.3,5355.530000000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Dell,Inspiron 5378,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.68,3529.3300000000004,1920,1080,1,0,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.4,4565.5,3200,1800,1,0,0,0,1,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,Spectre 13-V111dx,Ultrabook,13.3,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.11,5355.530000000001,1920,1080,1,1,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Acer,Aspire ES1-533,Notebook,15.6,1.1,4,HDD,500,Intel,HD Graphics 505,Windows 10,2.4,1508.6000000000001,1366,768,0,0,0,0,0,Pentium,4,Other,HD,505,505,Numeric,Mid-Range
Asus,Rog GL553VE-DS74,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,7142.030000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
HP,EliteBook 840,Ultrabook,14.0,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.48,8293.33,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Acer,Nitro 5,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.7,5002.2,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,ENVY -,Notebook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.34,4720.33,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,Vostro 3568,Notebook,15.6,2.4,4,SSD,128,Intel,HD Graphics 620,Windows 10,2.18,2171.59,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
HP,Probook 440,Notebook,14.0,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.64,3092.63,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Toshiba,Portege Z30-C-16H,Notebook,13.3,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 10,1.2,4744.150000000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 840,Notebook,14.0,2.4,4,SSD,256,Intel,HD Graphics 520,Windows 10,1.48,4366.960300000001,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,ProBook 640,Notebook,14.0,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.95,4783.85,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,EliteBook 1040,Ultrabook,14.0,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.43,5752.530000000001,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,ProBook 440,Notebook,14.0,2.5,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.64,4165.5622,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,930MX,930,Alphanumeric,High-End
HP,Probook 440,Notebook,14.0,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.64,2715.48,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 7567,Gaming,15.6,2.5,8,Hybrid,1024,Nvidia,GeForce GTX 1050,Windows 10,2.65,3767.53,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
HP,EliteBook 820,Ultrabook,12.5,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.26,6109.83,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,Elitebook 840,Notebook,14.0,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.48,6312.3,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,EliteBook 840,Ultrabook,14.0,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.54,7492.2237000000005,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,Probook 430,Notebook,13.3,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.49,3176.0,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Toshiba,Portege A30-C-1CZ,Notebook,13.3,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.5,4803.7,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,ProBook 450,Notebook,15.6,2.4,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,3056.8603000000003,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Lenovo,ThinkPad P70,Notebook,17.3,2.7,16,SSD,512,Nvidia,Quadro 3000M,Windows 7,2.4,11782.960000000001,3840,2160,1,1,0,1,0,Core,6,i7,Quadro,3000M,3000,Alphanumeric,High-End
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.47,5915.3,1920,1080,1,1,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 1040,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.43,8849.130000000001,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
Dell,Inspiron 5568,2 in 1 Convertible,15.6,2.3,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.08,3160.0803,1920,1080,1,1,1,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,6312.3,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,Spectre 13-V100nv,Notebook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.11,4561.530000000001,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,ProBook 440,Notebook,14.0,2.7,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.64,4706.1571,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,930MX,930,Alphanumeric,High-End
Dell,Latitude E5570,Notebook,15.6,2.4,8,HDD,500,Intel,HD Graphics 520,Windows 10,2.09,4154.366800000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,Elitebook 820,Ultrabook,12.5,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.26,6189.2300000000005,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,ProBook 650,Notebook,14.0,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.31,4720.33,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,ProBook 640,Notebook,14.0,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,1.95,4208.2,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.29,6447.280000000001,3200,1800,1,0,1,0,1,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,Probook 470,Notebook,17.3,2.5,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.63,4287.6,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,930MX,930,Alphanumeric,High-End
HP,ProBook 440,Notebook,14.0,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.64,3862.8100000000004,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire 3,Notebook,15.6,3.0,6,HDD,1024,AMD,Radeon R5,Windows 10,2.1,1623.73,1366,768,0,0,0,0,0,A9,9,9420,Radeon,R5,5,Alphanumeric,Low-End
MSI,GL72M 7RDX,Gaming,17.3,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.7,4731.446,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,Probook 640,Notebook,14.0,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.95,4744.150000000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 850,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.84,4879.0903,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,EliteBook 820,Ultrabook,12.5,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.26,5355.530000000001,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,ProBook 450,Notebook,15.6,2.5,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.04,2945.7400000000002,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,2.6,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.47,6848.25,1920,1080,1,1,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
Dell,Latitude E5570,Notebook,15.6,2.4,8,SSD,256,Intel,HD Graphics 520,Windows 7,2.09,4219.9115,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,ProBook 440,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.64,4011.7247,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,2.5,4,SSD,256,Intel,HD Graphics 520,Windows 10,1.8,3362.59,1920,1080,1,1,1,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1.44,2,Flash,32,Intel,HD Graphics 400,Windows 10,1.45,836.8760000000001,1366,768,0,0,0,0,0,Atom,8,Other,HD,400,400,Numeric,Low-End
Toshiba,Tecra A50-C-218,Notebook,15.6,2.5,16,SSD,256,Nvidia,GeForce 930M,Windows 10,2.4,5657.25,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,930M,930,Alphanumeric,High-End
Lenovo,Thinkpad L560,Notebook,15.6,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,2.3,4166.912,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 840,Notebook,14.0,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.54,3970.0,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 850,Notebook,15.6,2.4,8,SSD+HDD,756,Intel,HD Graphics 520,Windows 10,1.84,8350.259800000002,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 1040,Notebook,14.0,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.43,5831.93,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
MSI,GT72S Dominator,Gaming,17.3,2.7,16,SSD+HDD,1280,Nvidia,GeForce GTX 980M,Windows 10,3.78,6136.1908,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,980M,980,Alphanumeric,High-End
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 980M,Windows 10,4.6,9091.2603,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,980M,980,Alphanumeric,High-End
Asus,Chromebook C202SA,Netbook,11.6,1.6,4,Flash,16,Intel,HD Graphics 400,Chrome OS,1.2,1142.963,1366,768,0,0,0,0,0,Celeron,3,Other,HD,400,400,Numeric,Low-End
Lenovo,ThinkPad X1,Notebook,14.0,2.6,16,SSD,256,Intel,HD Graphics 520,Windows 7,1.1,10401.4,2560,1440,0,1,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,Noteb Pav,Notebook,15.6,2.7,8,HDD,1024,Nvidia,GeForce 940MX,Windows 10,1.91,3886.63,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Dell,Inspiron 5578,2 in 1 Convertible,15.6,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.3,4343.18,1920,1080,1,1,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,ProBook 450,Notebook,15.6,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,3886.63,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,2.7,16,SSD,1024,Intel,HD Graphics 620,Windows 10,1.2,8948.380000000001,3200,1800,1,0,1,0,1,Core,7,i7,HD,620,620,Numeric,Mid-Range
HP,ProBook 650,Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.31,2799.4455000000003,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
HP,250 G5,Notebook,15.6,2.5,4,HDD,500,Intel,HD Graphics 620,No OS,1.96,1981.0300000000002,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire ES1-523,Notebook,15.6,2.2,8,HDD,1024,AMD,Radeon R5,Windows 10,2.4,1782.5300000000002,1366,768,0,0,0,0,0,A8,7,7410,Radeon,R5,5,Alphanumeric,Low-End
Dell,Inspiron 7378,2 in 1 Convertible,13.3,2.7,12,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,5157.030000000001,1920,1080,1,1,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
MSI,GT62VR 6RD,Gaming,15.6,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.94,7221.43,1920,1080,1,0,0,0,0,Core,6,i7,GeForce,1060,1060,Numeric,High-End
HP,ProBook 450,Notebook,15.6,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.04,4247.900000000001,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,Rog G752VL-GC088D,Gaming,17.3,2.6,16,HDD,1024,Nvidia,GeForce GTX 965M,No OS,4.0,3962.0600000000004,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,965M,965,Alphanumeric,High-End
Dell,Inspiron 3567,Notebook,15.6,2.5,4,HDD,1024,Intel,HD Graphics,Windows 10,2.25,2219.23,1920,1080,1,0,0,0,0,Core,7,i5,HD,Graphics,640,Alphanumeric,Mid-Range
Dell,Inspiron 5567,Notebook,15.6,2.7,16,HDD,2048,AMD,Radeon R7 M445,Windows 10,2.32,3930.2603000000004,1920,1080,1,0,0,0,0,Core,7,i7,Radeon,M445,445,Alphanumeric,Low-End
MSI,GS63VR 6RF,Gaming,15.6,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,1.8,7658.13,1920,1080,1,0,0,0,0,Core,6,i7,GeForce,1060,1060,Numeric,High-End
Dell,XPS 13,Ultrabook,13.3,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.29,5788.26,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,ROG G701VO,Gaming,17.3,2.7,64,SSD,1024,Nvidia,GeForce GTX 980,Windows 10,3.58,15780.75,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,980,980,Numeric,High-End
Dell,Inspiron 5368,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.62,3168.0997,1920,1080,1,0,1,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
Dell,Alienware 15,Gaming,15.6,2.6,16,SSD+HDD,1280,Nvidia,GeForce GTX 970M,Windows 10,3.21,5276.13,3840,2160,1,0,0,1,0,Core,6,i7,GeForce,970M,970,Alphanumeric,High-End
Apple,"MacBook 12""",Ultrabook,12.0,1.1,8,Flash,256,Intel,HD Graphics 515,Mac OS X,0.92,5161.0,2304,1440,0,1,0,0,0,Core,7,i5,HD,515,515,Numeric,Mid-Range
Dell,Latitude 3570,Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.06,1913.4606,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
HP,ProBook 650,Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.31,4760.030000000001,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,EliteBook 820,Ultrabook,12.5,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.26,4760.030000000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,ProBook 430,Notebook,13.3,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.49,4327.3,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,ThinkPad Yoga,Ultrabook,12.5,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.3,6802.5553,1920,1080,1,1,1,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,2.3,8,HDD,1024,AMD,Radeon R5 M330,Windows 10,3.0,2616.23,1600,900,0,0,0,0,0,Core,6,i5,Radeon,M330,330,Alphanumeric,Low-End
Lenovo,Ideapad 700-15ISK,Notebook,15.6,2.3,4,HDD,1024,Nvidia,GeForce GTX 950M,Windows 10,2.3,3878.69,1920,1080,1,1,0,0,0,Core,6,i5,GeForce,950M,950,Alphanumeric,High-End
MSI,GT72VR Dominator,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,3.78,9921.03,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,2143.8,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,Probook 650,Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,2.31,3731.8,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,1.2,8,SSD,512,Intel,HD Graphics 515,Windows 10,0.99,5554.030000000001,2560,1440,0,1,1,0,0,Core,7,i5,HD,515,515,Numeric,Mid-Range
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,2.7,32,SSD+Hybrid,1536,Nvidia,GeForce GTX 980M,Windows 10,4.6,12862.800000000001,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,980M,980,Alphanumeric,High-End
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1.44,4,Flash,64,Intel,HD Graphics 400,Windows 10,0.69,2565.6919000000003,1920,1200,0,1,1,0,0,Atom,8,Other,HD,400,400,Numeric,Low-End
HP,Spectre x360,Ultrabook,13.3,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.3,8134.530000000001,3840,2160,1,1,0,1,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Dell,Vostro 3568,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.18,2977.5,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,EliteBook 840,Notebook,14.0,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,1.54,4093.0303000000004,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,ZBook 15u,Workstation,15.6,2.5,8,SSD,256,AMD,FirePro W4190M,Windows 7,1.9,5935.150000000001,1920,1080,1,0,0,0,0,Core,6,i7,FirePro,W4190M,4190,Alphanumeric,High-End
Lenovo,ThinkPad T460,Notebook,14.0,2.3,8,SSD,180,Intel,HD Graphics 520,Windows 7,1.7,4760.030000000001,1920,1080,1,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,Chromebook 13,Notebook,13.3,1.5,4,Flash,32,Intel,HD Graphics 515,Chrome OS,1.29,2441.55,3200,1800,1,0,0,0,1,Pentium,4,Other,HD,515,515,Numeric,Mid-Range
Acer,Aspire ES1-523,Notebook,15.6,2.2,4,HDD,500,AMD,Radeon R5,Windows 10,2.4,1536.39,1366,768,0,0,0,0,0,A8,7,7410,Radeon,R5,5,Alphanumeric,Low-End
Dell,Inspiron 3552,Notebook,15.6,1.6,4,HDD,500,Intel,HD Graphics,Linux,2.2,1562.1553000000001,1366,768,0,0,0,0,0,Pentium,3,Other,HD,Graphics,640,Alphanumeric,Mid-Range
HP,250 G6,Notebook,15.6,2.0,4,HDD,1024,Intel,HD Graphics 520,No OS,1.86,1373.5803,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Asus,Rog GL702VM-GC354T,Gaming,17.3,2.8,8,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.7,6348.030000000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Dell,Inspiron 5370,Ultrabook,13.3,1.6,4,SSD,256,AMD,Radeon 530,Windows 10,1.4,3248.8495000000003,1920,1080,1,1,0,0,0,Core,8,i5,Radeon,530,530,Numeric,Mid-Range
HP,Elitebook 820,Netbook,12.5,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 7,2.4,6348.030000000001,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Acer,Aspire F5-573G,Notebook,15.6,2.5,8,SSD+HDD,1280,Nvidia,GeForce GTX 950M,Windows 10,2.4,3172.03,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,950M,950,Alphanumeric,High-End
Dell,Inspiron 5567,Notebook,15.6,2.5,8,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.36,2536.036,1920,1080,1,0,0,0,0,Core,7,i5,Radeon,M445,445,Alphanumeric,Low-End
MSI,GS70 Stealth,Gaming,17.3,2.6,8,SSD,256,Nvidia,GeForce GTX 965M,Windows 10,2.6,6348.030000000001,1920,1080,1,0,0,0,0,Core,6,i7,GeForce,965M,965,Alphanumeric,High-End
HP,250 G5,Notebook,15.6,1.6,4,HDD,1024,Intel,HD Graphics 405,Windows 10,1.96,1985.0,1366,768,0,0,0,0,0,Pentium,3,Other,HD,405,405,Numeric,Low-End
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 980M,Windows 10,4.3,9127.03,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,980M,980,Alphanumeric,High-End
Dell,Latitude E5270,Ultrabook,12.5,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 7,1.5,4506.5455,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,Latitude E5270,Ultrabook,12.5,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 7,1.5,4632.8709,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Acer,Chromebook 15,Notebook,15.6,1.5,4,SSD,16,Intel,HD Graphics,Chrome OS,2.2,829.73,1366,768,0,0,0,0,0,Celeron,3,Other,HD,Graphics,640,Alphanumeric,Mid-Range
HP,ZBook 17,Workstation,17.3,2.6,8,HDD,1024,AMD,FirePro W6150M,Windows 7,3.0,11509.03,1920,1080,1,1,0,0,0,Core,6,i7,FirePro,W6150M,6150,Alphanumeric,High-End
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,16,SSD,512,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,4760.030000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Dell,Latitude E5270,Ultrabook,12.5,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 7,1.5,5610.007,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
MSI,GE72 Apache,Gaming,17.3,2.6,8,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.9,5999.424300000001,1920,1080,1,0,0,0,0,Core,6,i7,GeForce,960M,960,Alphanumeric,High-End
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,2.3,4,SSD,256,Intel,HD Graphics 520,Windows 10,2.1,3441.9900000000002,1920,1080,1,1,1,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,2.5,4,HDD,1024,AMD,Radeon R4,Windows 10,2.1,1580.0600000000002,1920,1080,1,0,0,0,0,A6,9,9220,Radeon,R4,4,Alphanumeric,Low-End
Asus,Rog GL552VW-CN470T,Gaming,15.6,2.6,16,SSD+HDD,1152,Nvidia,GeForce GTX 960M,Windows 10,2.59,5315.83,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,960M,960,Alphanumeric,High-End
HP,EliteBook 1030,Notebook,13.3,1.1,8,SSD,256,Intel,HD Graphics 515,Windows 10,1.16,6745.030000000001,3200,1800,1,0,1,0,1,Core,7,i5,HD,515,515,Numeric,Mid-Range
Dell,Vostro 3559,Notebook,15.6,2.3,4,HDD,500,AMD,Radeon R5 M315,Windows 7,2.24,3053.5255,1366,768,0,0,0,0,0,Core,6,i5,Radeon,M315,315,Alphanumeric,Low-End
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1703.13,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
HP,Spectre Pro,Ultrabook,13.3,2.5,8,SSD,512,Intel,HD Graphics 520,Windows 10,1.16,7816.93,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1.44,4,Flash,64,Intel,HD Graphics 400,Android,0.69,2179.53,1920,1200,0,1,1,0,0,Atom,8,Other,HD,400,400,Numeric,Low-End
Dell,XPS 13,Ultrabook,13.3,2.4,8,SSD,256,Intel,Iris Plus Graphics 640,Windows 10,1.23,5474.63,1920,1080,1,0,0,0,0,Core,7,i7,Iris,640,640,Numeric,Mid-Range
